,total_wells_within_5_mils,close_functional_wells,close_non_functional_wells,close_functional_needs_repair_wells,close_unknown_wells,close_known_wells
28155,18,9,8,0,1,17
28156,39,11,13,7,8,31
28157,91,56,16,3,16,75
28158,223,75,83,14,51,172
28159,93,40,32,1,20,73
28160,606,345,142,17,102,504
28161,130,46,28,25,31,99
28162,4,0,3,1,0,4
28163,494,229,129,34,102,392
28164,669,382,141,20,126,543
28165,32,12,16,0,4,28
28166,10,5,1,0,4,6
28167,41,25,6,0,10,31
28168,359,155,125,11,68,291
28169,81,29,40,0,12,69
28170,25,9,4,8,4,21
28171,94,43,16,14,21,73
28172,146,63,53,1,29,117
28173,15,4,7,0,4,11
28174,562,350,94,5,113,449
28175,154,81,34,7,32,122
28176,32,0,28,1,3,29
28177,4,1,2,1,0,4
28178,24,12,8,2,2,22
28179,89,42,35,2,10,79
28180,537,375,48,1,113,424
28181,72,40,15,1,16,56
28182,39,8,12,7,12,27
28183,46,18,20,0,8,38
28184,26,17,3,0,6,20
28185,57,19,17,10,11,46
28186,17,4,11,0,2,15
28187,522,211,145,53,113,409
28188,17,0,13,0,4,13
28189,142,93,27,3,19,123
28190,8,2,4,0,2,6
28191,62,34,8,9,11,51
28192,121,44,17,39,21,100
28193,50,20,22,0,8,42
28194,60,40,4,2,14,46
28195,2,2,0,0,0,2
28196,238,174,14,0,50,188
28197,25,5,1,15,4,21
28198,78,24,36,3,15,63
28199,115,77,22,0,16,99
28200,56,2,38,0,16,40
28201,154,61,32,29,32,122
28202,33,17,10,1,5,28
28203,29,9,12,3,5,24
28204,12,2,8,0,2,10
28205,45,19,16,2,8,37
28206,66,33,17,3,13,53
28207,167,128,14,1,24,143
28208,58,10,21,15,12,46
28209,29,20,3,0,6,23
28210,27,10,12,1,4,23
28211,90,65,10,0,15,75
28212,54,36,10,1,7,47
28213,12,2,8,0,2,10
28214,53,15,29,0,9,44
28215,57,24,19,0,14,43
28216,425,201,116,20,88,337
28217,83,51,22,9,1,82
28218,44,8,28,0,8,36
28219,34,13,15,1,5,29
28220,40,30,1,2,7,33
28221,26,8,12,0,6,20
28222,84,50,18,4,12,72
28223,107,34,37,13,23,84
28224,52,2,36,3,11,41
28225,50,29,11,0,10,40
28226,29,22,1,2,4,25
28227,350,186,92,15,57,293
28228,11,2,9,0,0,11
28229,48,30,8,0,10,38
28230,37,22,6,1,8,29
28231,31,6,13,5,7,24
28232,167,31,103,1,32,135
28233,4,0,2,2,0,4
28234,48,33,9,1,5,43
28235,140,30,86,1,23,117
28236,67,45,11,1,10,57
28237,6,0,4,1,1,5
28238,32,21,9,0,2,30
28239,32,21,9,0,2,30
28240,39,12,17,0,10,29
28241,52,15,13,17,7,45
28242,62,29,6,13,14,48
28243,15,5,8,0,2,13
28244,7,2,3,1,1,6
28245,75,35,21,0,19,56
28246,357,157,124,6,70,287
28247,51,17,12,8,14,37
28248,35,12,9,6,8,27
28249,127,45,55,2,25,102
28250,682,396,153,20,113,569
28251,126,48,34,15,29,97
28252,39,14,19,0,6,33
28253,422,196,92,48,86,336
28254,22,10,7,0,5,17
28255,37,6,22,2,7,30
28256,38,12,12,10,4,34
28257,92,34,35,9,14,78
28258,471,122,203,37,109,362
28259,104,61,18,7,18,86
28260,8,1,5,0,2,6
28261,138,80,17,22,19,119
28262,42,31,2,0,9,33
28263,21,15,2,1,3,18
28264,75,43,19,0,13,62
28265,15,4,10,0,1,14
28266,31,5,22,2,2,29
28267,186,68,49,28,41,145
28268,345,186,89,15,55,290
28269,103,22,47,9,25,78
28270,4,2,2,0,0,4
28271,40,19,10,0,11,29
28272,500,283,99,14,104,396
28273,350,188,92,15,55,295
28274,44,7,29,4,4,40
28275,12,7,4,0,1,11
28276,43,22,6,6,9,34
28277,141,79,40,13,9,132
28278,58,41,6,1,10,48
28279,56,38,11,0,7,49
28280,72,48,6,0,18,54
28281,97,66,7,4,20,77
28282,94,47,33,0,14,80
28283,47,10,26,1,10,37
28284,15,2,2,9,2,13
28285,32,21,9,0,2,30
28286,62,40,10,2,10,52
28287,406,184,98,37,87,319
28288,466,218,144,12,92,374
28289,47,18,24,0,5,42
28290,328,193,57,5,73,255
28291,87,36,22,12,17,70
28292,243,55,34,113,41,202
28293,28,3,19,0,6,22
28294,65,36,12,1,16,49
28295,7,4,0,0,3,4
28296,11,1,6,0,4,7
28297,25,14,5,3,3,22
28298,163,48,52,25,38,125
28299,46,18,20,0,8,38
28300,128,82,16,4,26,102
28301,41,8,24,3,6,35
28302,64,24,32,1,7,57
28303,24,10,8,0,6,18
28304,46,18,20,0,8,38
28305,21,6,10,1,4,17
28306,64,35,10,4,15,49
28307,60,28,23,2,7,53
28308,471,215,160,10,86,385
28309,53,34,8,1,10,43
28310,87,57,14,0,16,71
28311,22,12,5,0,5,17
28312,103,20,50,15,18,85
28313,54,14,26,0,14,40
28314,199,100,50,0,49,150
28315,31,0,10,16,5,26
28316,24,9,7,3,5,19
28317,13,7,4,0,2,11
28318,40,8,22,3,7,33
28319,55,33,13,0,9,46
28320,39,19,9,3,8,31
28321,79,23,42,1,13,66
28322,14,5,4,1,4,10
28323,128,89,20,0,19,109
28324,50,12,23,4,11,39
28325,10,1,7,0,2,8
28326,178,47,56,39,36,142
28327,58,21,22,1,14,44
28328,63,47,12,0,4,59
28329,179,64,51,26,38,141
28330,219,63,21,100,35,184
28331,96,31,40,1,24,72
28332,121,44,31,17,29,92
28333,46,18,11,10,7,39
28334,50,5,7,25,13,37
28335,20,4,12,0,4,16
28336,14,8,4,0,2,12
28337,234,103,74,16,41,193
28338,23,2,13,2,6,17
28339,4,1,3,0,0,4
28340,35,2,25,0,8,27
28341,93,26,42,6,19,74
28342,366,163,127,6,70,296
28343,30,22,2,0,6,24
28344,32,21,9,0,2,30
28345,85,40,31,3,11,74
28346,684,404,139,21,120,564
28347,46,18,20,0,8,38
28348,55,34,7,0,14,41
28349,32,21,9,0,2,30
28350,96,53,24,4,15,81
28351,16,12,3,0,1,15
28352,68,30,20,2,16,52
28353,50,24,18,0,8,42
28354,20,12,3,3,2,18
28355,236,155,35,0,46,190
28356,32,21,9,0,2,30
28357,62,40,5,4,13,49
28358,39,27,5,6,1,38
28359,150,51,39,32,28,122
28360,21,1,4,12,4,17
28361,349,158,116,6,69,280
28362,320,237,19,2,62,258
28363,37,21,9,1,6,31
28364,24,7,14,0,3,21
28365,55,38,6,1,10,45
28366,437,201,146,9,81,356
28367,21,1,4,12,4,17
28368,87,45,24,0,18,69
28369,37,17,10,3,7,30
28370,350,189,91,15,55,295
28371,132,28,43,25,36,96
28372,83,30,25,6,22,61
28373,78,34,35,1,8,70
28374,39,19,10,1,9,30
28375,73,34,15,0,24,49
28376,353,194,79,8,72,281
28377,113,27,63,1,22,91
28378,38,19,10,0,9,29
28379,62,32,8,9,13,49
28380,91,43,22,2,24,67
28381,62,35,14,0,13,49
28382,20,13,1,6,0,20
28383,7,4,1,1,1,6
28384,18,1,13,0,4,14
28385,146,80,28,1,37,109
28386,113,45,37,8,23,90
28387,44,19,15,2,8,36
28388,16,4,8,0,4,12
28389,32,21,9,0,2,30
28390,10,2,8,0,0,10
28391,360,156,125,11,68,292
28392,120,87,18,3,12,108
28393,50,2,36,0,12,38
28394,104,56,22,7,19,85
28395,176,92,31,25,28,148
28396,7,2,2,0,3,4
28397,100,54,19,8,19,81
28398,35,15,9,2,9,26
28399,13,1,8,0,4,9
28400,105,38,25,19,23,82
28401,79,46,19,0,14,65
28402,104,75,12,9,8,96
28403,108,38,26,24,20,88
28404,301,148,88,1,64,237
28405,126,28,40,23,35,91
28406,192,132,18,0,42,150
28407,122,50,34,15,23,99
28408,19,4,4,8,3,16
28409,348,149,122,6,71,277
28410,52,41,1,0,10,42
28411,63,27,25,0,11,52
28412,59,24,19,3,13,46
28413,14,3,3,2,6,8
28414,15,6,6,0,3,12
28415,15,2,10,1,2,13
28416,21,10,4,0,7,14
28417,86,40,20,7,19,67
28418,36,2,30,0,4,32
28419,46,18,20,0,8,38
28420,63,41,4,0,18,45
28421,35,23,5,2,5,30
28422,39,5,28,0,6,33
28423,15,3,8,2,2,13
28424,98,53,13,8,24,74
28425,37,19,14,1,3,34
28426,55,33,10,0,12,43
28427,77,10,43,5,19,58
28428,23,7,13,0,3,20
28429,59,31,15,4,9,50
28430,25,17,1,0,7,18
28431,36,24,7,0,5,31
28432,60,32,14,1,13,47
28433,127,77,26,0,24,103
28434,15,9,6,0,0,15
28435,435,320,20,0,95,340
28436,75,30,20,6,19,56
28437,87,64,6,1,16,71
28438,48,0,38,2,8,40
28439,24,6,13,1,4,20
28440,44,19,16,0,9,35
28441,40,30,1,2,7,33
28442,29,15,11,0,3,26
28443,65,31,21,1,12,53
28444,392,224,88,0,80,312
28445,176,125,13,1,37,139
28446,59,6,43,0,10,49
28447,71,33,29,1,8,63
28448,46,24,3,11,8,38
28449,48,23,17,2,6,42
28450,37,7,24,1,5,32
28451,56,35,13,0,8,48
28452,6,4,1,0,1,5
28453,20,8,8,0,4,16
28454,116,58,33,4,21,95
28455,202,101,37,29,35,167
28456,31,13,11,0,7,24
28457,4,2,1,0,1,3
28458,44,20,7,7,10,34
28459,194,141,14,1,38,156
28460,98,29,48,7,14,84
28461,64,46,6,1,11,53
28462,154,73,48,1,32,122
28463,46,18,20,0,8,38
28464,577,405,49,1,122,455
28465,136,72,33,0,31,105
28466,25,12,5,1,7,18
28467,63,31,11,7,14,49
28468,101,40,35,8,18,83
28469,29,9,12,2,6,23
28470,3,1,1,0,1,2
28471,12,2,8,0,2,10
28472,27,16,7,0,4,23
28473,127,102,5,0,20,107
28474,70,16,40,0,14,56
28475,110,53,37,0,20,90
28476,314,134,114,10,56,258
28477,50,9,30,1,10,40
28478,93,32,34,5,22,71
28479,127,74,22,3,28,99
28480,35,1,29,0,5,30
28481,12,5,7,0,0,12
28482,19,8,8,2,1,18
28483,134,60,48,5,21,113
28484,257,74,134,1,48,209
28485,672,391,152,19,110,562
28486,8,0,8,0,0,8
28487,20,10,6,0,4,16
28488,84,53,15,4,12,72
28489,76,25,25,14,12,64
28490,240,164,56,3,17,223
28491,25,8,9,0,8,17
28492,197,119,13,23,42,155
28493,97,40,18,14,25,72
28494,25,5,15,2,3,22
28495,31,22,3,0,6,25
28496,42,15,20,0,7,35
28497,46,18,20,0,8,38
28498,49,33,6,1,9,40
28499,67,36,24,2,5,62
28500,100,70,5,0,25,75
28501,29,13,8,1,7,22
28502,123,40,44,5,34,89
28503,56,29,18,0,9,47
28504,52,32,11,4,5,47
28505,10,5,4,0,1,9
28506,61,11,30,4,16,45
28507,36,12,20,1,3,33
28508,31,16,11,1,3,28
28509,127,69,22,12,24,103
28510,213,127,14,26,46,167
28511,86,65,5,4,12,74
28512,137,85,19,4,29,108
28513,22,13,5,0,4,18
28514,60,44,2,0,14,46
28515,13,5,7,0,1,12
28516,79,23,44,1,11,68
28517,77,33,8,16,20,57
28518,46,18,20,0,8,38
28519,25,4,12,1,8,17
28520,132,54,40,8,30,102
28521,132,50,38,16,28,104
28522,112,89,5,0,18,94
28523,17,0,15,0,2,15
28524,80,38,28,4,10,70
28525,119,45,49,12,13,106
28526,81,40,24,3,14,67
28527,166,121,10,5,30,136
28528,59,22,12,16,9,50
28529,109,35,28,19,27,82
28530,111,67,12,11,21,90
28531,111,63,14,10,24,87
28532,35,22,8,1,4,31
28533,88,43,19,4,22,66
28534,505,257,92,51,105,400
28535,71,17,35,4,15,56
28536,15,7,1,1,6,9
28537,90,36,35,1,18,72
28538,119,42,41,7,29,90
28539,96,62,23,0,11,85
28540,153,64,33,19,37,116
28541,15,4,7,0,4,11
28542,64,18,26,6,14,50
28543,77,27,27,8,15,62
28544,32,17,13,0,2,30
28545,148,69,51,5,23,125
28546,32,22,3,0,7,25
28547,38,17,16,0,5,33
28548,50,14,16,9,11,39
28549,28,13,6,0,9,19
28550,91,24,40,11,16,75
28551,65,45,4,1,15,50
28552,185,97,52,0,36,149
28553,241,100,14,83,44,197
28554,2,0,1,0,1,1
28555,4,1,2,0,1,3
28556,103,32,45,5,21,82
28557,4,2,1,0,1,3
28558,75,46,17,0,12,63
28559,194,75,35,34,50,144
28560,3,0,3,0,0,3
28561,428,202,138,12,76,352
28562,255,191,11,0,53,202
28563,72,29,21,8,14,58
28564,204,73,94,2,35,169
28565,141,41,47,20,33,108
28566,452,234,114,14,90,362
28567,21,5,7,2,7,14
28568,22,9,8,1,4,18
28569,38,19,9,0,10,28
28570,74,8,42,5,19,55
28571,157,77,48,1,31,126
28572,121,25,60,2,34,87
28573,20,6,9,0,5,15
28574,55,13,23,9,10,45
28575,224,96,14,76,38,186
28576,5,3,2,0,0,5
28577,38,16,8,6,8,30
28578,242,122,70,0,50,192
28579,55,32,14,0,9,46
28580,60,41,5,1,13,47
28581,419,217,113,17,72,347
28582,226,75,86,15,50,176
28583,23,19,2,0,2,21
28584,72,41,16,0,15,57
28585,107,68,24,3,12,95
28586,23,11,8,0,4,19
28587,46,18,20,0,8,38
28588,503,366,35,0,102,401
28589,14,6,4,0,4,10
28590,35,5,21,0,9,26
28591,40,25,9,2,4,36
28592,23,7,9,4,3,20
28593,37,21,6,0,10,27
28594,225,75,85,15,50,175
28595,119,72,31,0,16,103
28596,36,21,9,1,5,31
28597,56,34,9,4,9,47
28598,100,81,2,3,14,86
28599,403,229,92,0,82,321
28600,37,8,12,8,9,28
28601,27,8,9,1,9,18
28602,0,0,0,0,0,0
28603,72,7,49,5,11,61
28604,90,50,23,3,14,76
28605,86,18,42,9,17,69
28606,233,156,31,0,46,187
28607,207,117,43,4,43,164
28608,54,36,2,2,14,40
28609,21,14,5,0,2,19
28610,500,270,83,43,104,396
28611,65,44,1,4,16,49
28612,25,4,16,0,5,20
28613,0,0,0,0,0,0
28614,55,37,1,4,13,42
28615,55,2,33,14,6,49
28616,131,35,67,1,28,103
28617,68,49,2,0,17,51
28618,78,45,18,6,9,69
28619,22,4,18,0,0,22
28620,13,1,9,0,3,10
28621,94,41,36,0,17,77
28622,44,11,21,0,12,32
28623,33,3,6,16,8,25
28624,43,2,27,0,14,29
28625,113,45,35,8,25,88
28626,90,26,39,4,21,69
28627,24,7,11,0,6,18
28628,13,5,4,0,4,9
28629,46,18,20,0,8,38
28630,235,69,113,15,38,197
28631,61,21,32,0,8,53
28632,55,35,3,8,9,46
28633,51,34,3,0,14,37
28634,13,5,6,0,2,11
28635,67,38,19,0,10,57
28636,112,85,7,13,7,105
28637,242,100,15,82,45,197
28638,27,13,8,0,6,21
28639,46,18,20,0,8,38
28640,121,44,47,0,30,91
28641,135,75,24,7,29,106
28642,34,16,8,2,8,26
28643,32,21,9,0,2,30
28644,52,19,22,0,11,41
28645,47,10,30,0,7,40
28646,10,0,6,0,4,6
28647,219,148,30,0,41,178
28648,40,13,10,1,16,24
28649,36,16,9,2,9,27
28650,144,92,14,10,28,116
28651,156,80,44,1,31,125
28652,141,103,9,0,29,112
28653,31,21,4,0,6,25
28654,17,5,8,0,4,13
28655,22,4,16,0,2,20
28656,15,4,6,2,3,12
28657,10,3,2,0,5,5
28658,38,9,19,0,10,28
28659,51,36,6,1,8,43
28660,141,75,35,5,26,115
28661,19,4,12,0,3,16
28662,35,19,14,0,2,33
28663,80,39,26,1,14,66
28664,29,0,25,0,4,25
28665,73,36,21,0,16,57
28666,7,4,1,1,1,6
28667,159,95,31,8,25,134
28668,41,13,20,0,8,33
28669,34,14,5,3,12,22
28670,88,36,36,1,15,73
28671,105,53,30,4,18,87
28672,51,16,20,1,14,37
28673,93,49,27,4,13,80
28674,115,50,39,4,22,93
28675,48,12,23,1,12,36
28676,24,0,16,0,8,16
28677,121,44,17,39,21,100
28678,4,1,3,0,0,4
28679,384,124,162,10,88,296
28680,146,36,76,1,33,113
28681,30,20,0,0,10,20
28682,143,37,73,1,32,111
28683,78,43,16,0,19,59
28684,34,23,2,0,9,25
28685,62,14,16,17,15,47
28686,497,344,49,2,102,395
28687,95,53,24,4,14,81
28688,24,15,2,0,7,17
28689,23,12,8,1,2,21
28690,226,152,56,2,16,210
28691,52,15,27,0,10,42
28692,73,9,46,5,13,60
28693,43,21,17,0,5,38
28694,15,7,7,0,1,14
28695,16,11,1,0,4,12
28696,76,53,12,1,10,66
28697,104,45,13,25,21,83
28698,73,17,9,28,19,54
28699,52,34,7,0,11,41
28700,23,6,13,3,1,22
28701,33,13,12,1,7,26
28702,60,37,9,2,12,48
28703,51,22,8,8,13,38
28704,24,5,16,0,3,21
28705,6,2,1,0,3,3
28706,90,37,34,2,17,73
28707,96,23,53,3,17,79
28708,63,42,9,2,10,53
28709,38,15,10,6,7,31
28710,37,23,7,0,7,30
28711,99,33,26,21,19,80
28712,112,52,25,14,21,91
28713,52,9,19,19,5,47
28714,46,20,17,0,9,37
28715,110,32,57,0,21,89
28716,100,46,12,21,21,79
28717,9,1,8,0,0,9
28718,46,22,8,5,11,35
28719,304,70,160,5,69,235
28720,40,16,11,3,10,30
28721,105,30,57,0,18,87
28722,19,7,7,0,5,14
28723,75,33,30,0,12,63
28724,16,2,10,0,4,12
28725,2,1,1,0,0,2
28726,42,23,12,0,7,35
28727,22,14,6,1,1,21
28728,347,149,122,5,71,276
28729,127,92,6,0,29,98
28730,14,8,3,0,3,11
28731,34,2,25,1,6,28
28732,82,37,17,11,17,65
28733,662,381,152,20,109,553
28734,37,2,31,0,4,33
28735,55,18,22,3,12,43
28736,236,100,15,80,41,195
28737,473,237,115,20,101,372
28738,4,0,4,0,0,4
28739,43,23,16,0,4,39
28740,321,167,85,15,54,267
28741,198,139,43,2,14,184
28742,46,18,20,0,8,38
28743,44,33,0,0,11,33
28744,222,124,55,0,43,179
28745,32,21,9,0,2,30
28746,357,217,59,7,74,283
28747,47,14,23,0,10,37
28748,22,9,10,2,1,21
28749,37,14,15,0,8,29
28750,60,13,25,7,15,45
28751,57,44,1,0,12,45
28752,65,21,25,3,16,49
28753,86,35,27,3,21,65
28754,156,80,44,1,31,125
28755,97,33,41,10,13,84
28756,218,46,54,75,43,175
28757,17,15,0,0,2,15
28758,65,29,23,3,10,55
28759,39,18,11,0,10,29
28760,32,21,9,0,2,30
28761,59,37,12,0,10,49
28762,49,32,1,4,12,37
28763,80,15,37,0,28,52
28764,32,21,9,0,2,30
28765,85,21,46,2,16,69
28766,32,21,9,0,2,30
28767,145,13,99,2,31,114
28768,58,46,2,0,10,48
28769,56,37,12,0,7,49
28770,68,29,26,1,12,56
28771,92,26,41,6,19,73
28772,13,0,7,0,6,7
28773,38,25,5,1,7,31
28774,177,78,28,28,43,134
28775,33,1,25,0,7,26
28776,44,35,2,0,7,37
28777,30,18,6,2,4,26
28778,60,21,31,0,8,52
28779,80,16,39,10,15,65
28780,110,64,16,9,21,89
28781,59,31,6,5,17,42
28782,8,3,3,1,1,7
28783,128,52,33,19,24,104
28784,36,26,7,3,0,36
28785,112,73,27,0,12,100
28786,167,49,93,4,21,146
28787,148,49,70,0,29,119
28788,72,40,21,0,11,61
28789,67,4,51,0,12,55
28790,64,29,21,1,13,51
28791,9,4,4,0,1,8
28792,121,58,24,16,23,98
28793,19,11,4,0,4,15
28794,29,0,25,0,4,25
28795,28,17,9,0,2,26
28796,49,8,21,9,11,38
28797,78,24,28,14,12,66
28798,19,4,9,0,6,13
28799,26,5,13,1,7,19
28800,53,11,27,10,5,48
28801,41,12,18,0,11,30
28802,121,65,10,22,24,97
28803,61,19,19,6,17,44
28804,10,3,4,0,3,7
28805,44,12,24,0,8,36
28806,44,20,13,3,8,36
28807,116,29,61,1,25,91
28808,91,38,30,10,13,78
28809,28,14,6,3,5,23
28810,118,55,38,4,21,97
28811,87,65,5,4,13,74
28812,646,376,140,17,113,533
28813,35,11,12,1,11,24
28814,230,91,14,81,44,186
28815,97,30,40,10,17,80
28816,53,34,8,1,10,43
28817,15,13,0,0,2,13
28818,2,1,1,0,0,2
28819,62,27,18,6,11,51
28820,517,370,38,0,109,408
28821,374,186,103,13,72,302
28822,67,37,15,0,15,52
28823,42,9,11,9,13,29
28824,32,21,9,0,2,30
28825,532,293,106,13,120,412
28826,103,54,19,9,21,82
28827,36,9,19,0,8,28
28828,73,5,51,1,16,57
28829,14,6,3,0,5,9
28830,76,17,36,8,15,61
28831,132,71,47,0,14,118
28832,8,3,4,1,0,8
28833,325,164,91,5,65,260
28834,25,17,0,0,8,17
28835,66,31,17,2,16,50
28836,17,8,3,2,4,13
28837,94,29,4,47,14,80
28838,131,59,26,23,23,108
28839,22,1,16,0,5,17
28840,221,74,83,15,49,172
28841,27,14,10,0,3,24
28842,55,23,18,5,9,46
28843,6,4,0,2,0,6
28844,104,70,11,0,23,81
28845,38,22,11,1,4,34
28846,19,13,2,0,4,15
28847,12,7,4,0,1,11
28848,36,8,16,1,11,25
28849,57,33,9,0,15,42
28850,134,104,11,0,19,115
28851,38,6,4,19,9,29
28852,105,47,22,10,26,79
28853,143,89,29,1,24,119
28854,10,0,9,0,1,9
28855,23,6,12,0,5,18
28856,44,11,25,1,7,37
28857,24,16,5,0,3,21
28858,34,21,7,1,5,29
28859,168,121,5,2,40,128
28860,80,51,14,1,14,66
28861,11,0,7,2,2,9
28862,157,97,34,1,25,132
28863,55,10,39,0,6,49
28864,201,103,71,7,20,181
28865,3,2,1,0,0,3
28866,71,37,20,0,14,57
28867,69,36,3,17,13,56
28868,29,10,12,1,6,23
28869,201,111,39,14,37,164
28870,42,26,9,0,7,35
28871,84,39,25,4,16,68
28872,14,0,12,0,2,12
28873,57,12,28,11,6,51
28874,42,21,13,0,8,34
28875,33,12,13,0,8,25
28876,57,20,23,0,14,43
28877,46,18,20,0,8,38
28878,104,32,50,0,22,82
28879,95,49,29,3,14,81
28880,46,18,20,0,8,38
28881,54,13,29,1,11,43
28882,68,25,6,23,14,54
28883,381,220,84,14,63,318
28884,88,34,29,8,17,71
28885,434,107,181,47,99,335
28886,19,3,13,0,3,16
28887,38,0,32,0,6,32
28888,40,18,15,0,7,33
28889,64,18,33,1,12,52
28890,379,197,96,20,66,313
28891,173,97,23,18,35,138
28892,42,13,23,0,6,36
28893,50,19,19,0,12,38
28894,53,25,21,0,7,46
28895,18,9,3,1,5,13
28896,30,21,3,0,6,24
28897,61,28,22,0,11,50
28898,1,0,0,0,1,0
28899,22,9,7,2,4,18
28900,70,17,36,0,17,53
28901,158,116,9,5,28,130
28902,34,16,13,2,3,31
28903,68,23,17,17,11,57
28904,36,20,8,0,8,28
28905,39,23,8,0,8,31
28906,179,101,32,0,46,133
28907,82,55,7,1,19,63
28908,140,40,68,1,31,109
28909,286,77,34,126,49,237
28910,18,5,8,0,5,13
28911,100,25,55,4,16,84
28912,98,34,40,6,18,80
28913,61,17,20,5,19,42
28914,25,14,6,0,5,20
28915,64,23,30,0,11,53
28916,64,37,16,0,11,53
28917,76,47,8,1,20,56
28918,27,16,7,0,4,23
28919,52,12,26,1,13,39
28920,48,19,23,0,6,42
28921,26,19,3,1,3,23
28922,505,259,89,51,106,399
28923,218,147,30,0,41,177
28924,153,9,86,27,31,122
28925,51,20,17,2,12,39
28926,65,37,11,7,10,55
28927,36,21,7,0,8,28
28928,94,35,35,0,24,70
28929,20,9,6,3,2,18
28930,108,40,32,14,22,86
28931,61,31,14,4,12,49
28932,55,5,35,1,14,41
28933,30,19,6,0,5,25
28934,7,2,3,0,2,5
28935,69,23,29,2,15,54
28936,56,22,14,4,16,40
28937,60,30,8,7,15,45
28938,25,17,0,0,8,17
28939,88,50,17,0,21,67
28940,220,150,29,0,41,179
28941,27,12,9,0,6,21
28942,17,3,8,0,6,11
28943,63,12,41,0,10,53
28944,79,18,36,3,22,57
28945,44,35,2,0,7,37
28946,102,64,10,5,23,79
28947,13,0,5,5,3,10
28948,73,71,0,2,0,73
28949,24,7,13,0,4,20
28950,350,188,92,15,55,295
28951,100,58,32,2,8,92
28952,109,84,8,0,17,92
28953,211,139,23,0,49,162
28954,57,30,5,5,17,40
28955,32,21,9,0,2,30
28956,26,5,11,3,7,19
28957,41,9,15,10,7,34
28958,24,5,14,0,5,19
28959,5,0,1,1,3,2
28960,465,181,136,47,101,364
28961,68,38,18,1,11,57
28962,222,167,9,0,46,176
28963,60,28,20,0,12,48
28964,45,11,25,0,9,36
28965,134,99,6,0,29,105
28966,131,43,35,28,25,106
28967,36,16,5,4,11,25
28968,105,47,25,5,28,77
28969,58,26,17,3,12,46
28970,11,8,0,1,2,9
28971,161,67,33,21,40,121
28972,453,159,152,45,97,356
28973,15,2,6,1,6,9
28974,101,45,13,21,22,79
28975,72,25,29,7,11,61
28976,48,24,17,0,7,41
28977,27,15,8,0,4,23
28978,108,36,43,1,28,80
28979,109,59,20,3,27,82
28980,63,30,7,5,21,42
28981,171,68,37,26,40,131
28982,288,69,70,89,60,228
28983,19,11,5,0,3,16
28984,182,123,12,9,38,144
28985,30,4,22,2,2,28
28986,16,9,5,0,2,14
28987,35,23,8,1,3,32
28988,246,144,51,7,44,202
28989,237,134,45,8,50,187
28990,46,33,4,1,8,38
28991,13,4,6,3,0,13
28992,27,7,15,0,5,22
28993,30,15,7,0,8,22
28994,6,1,5,0,0,6
28995,100,50,24,0,26,74
28996,109,42,33,14,20,89
28997,447,225,113,13,96,351
28998,17,3,12,0,2,15
28999,134,58,39,12,25,109
29000,48,4,31,1,12,36
29001,17,6,9,1,1,16
29002,41,11,24,4,2,39
29003,21,4,11,0,6,15
29004,199,78,37,33,51,148
29005,17,2,12,0,3,14
29006,660,366,164,23,107,553
29007,86,57,14,0,15,71
29008,29,6,20,0,3,26
29009,472,265,118,0,89,383
29010,37,7,22,0,8,29
29011,46,27,11,0,8,38
29012,39,1,29,1,8,31
29013,257,22,186,2,47,210
29014,46,18,20,0,8,38
29015,31,13,10,0,8,23
29016,22,0,19,0,3,19
29017,34,27,1,0,6,28
29018,59,29,14,3,13,46
29019,48,13,28,1,6,42
29020,66,33,20,0,13,53
29021,115,58,33,4,20,95
29022,76,4,53,1,18,58
29023,211,49,31,93,38,173
29024,316,180,63,6,67,249
29025,79,47,18,0,14,65
29026,103,32,46,5,20,83
29027,4,4,0,0,0,4
29028,2,1,1,0,0,2
29029,199,52,25,92,30,169
29030,20,11,3,1,5,15
29031,19,9,3,0,7,12
29032,118,84,6,3,25,93
29033,64,29,15,5,15,49
29034,23,9,1,7,6,17
29035,100,41,34,8,17,83
29036,36,21,7,0,8,28
29037,127,52,41,13,21,106
29038,66,38,18,0,10,56
29039,123,35,48,19,21,102
29040,78,13,41,7,17,61
29041,54,38,2,0,14,40
29042,418,191,134,8,85,333
29043,103,37,35,6,25,78
29044,46,18,20,0,8,38
29045,58,30,15,1,12,46
29046,53,15,19,3,16,37
29047,113,43,41,10,19,94
29048,149,86,27,1,35,114
29049,21,9,7,2,3,18
29050,46,18,20,0,8,38
29051,31,9,19,0,3,28
29052,88,46,12,2,28,60
29053,52,35,4,0,13,39
29054,26,10,10,0,6,20
29055,168,108,11,10,39,129
29056,38,18,15,0,5,33
29057,210,50,31,92,37,173
29058,498,248,94,52,104,394
29059,111,84,2,0,25,86
29060,33,8,17,4,4,29
29061,30,19,3,0,8,22
29062,313,189,48,11,65,248
29063,94,30,21,24,19,75
29064,34,11,14,0,9,25
29065,35,12,17,2,4,31
29066,52,31,2,3,16,36
29067,56,32,9,3,12,44
29068,91,60,2,10,19,72
29069,84,58,5,0,21,63
29070,94,46,32,3,13,81
29071,49,18,25,0,6,43
29072,62,29,22,0,11,51
29073,50,26,12,1,11,39
29074,18,12,2,1,3,15
29075,25,10,10,1,4,21
29076,39,12,15,6,6,33
29077,40,34,1,0,5,35
29078,28,12,2,11,3,25
29079,60,27,22,0,11,49
29080,85,39,26,0,20,65
29081,143,99,32,3,9,134
29082,23,8,7,1,7,16
29083,80,50,16,0,14,66
