,replacement
62155,mbae mashariki
62160,mgwasi
62161,chakwale mjini
62164,nyarukongogo a
62165,mubamba
62166,ipombwe
62168,kalembwani
62170,ng'ai
62171,buyoga
62172,msimba a
62173,chumvu juu
62178,matosa
62179,kahangara
62180,siuyu
62181,lubindi
62182,kasanda
62184,mandel
62185,igelango
62186,mwalukuliko
62187,kanalunwa
62189,tuleane
62191,lihami
62196,nduta
62206,tarakwa
62208,mlenvya
62210,kwitangi
62211,changaraw
62213,lusangi
62215,qaru
62217,mnyusi b
62223,gudugudu
62224,mlete
62225,goha
62228,misheni kati
62229,ugunigu
62232,lugongoni
62234,kahangara
62236,uyamba
62237,unyarughe
62238,lepoloseki
62239,ipondejo
62240,mkapita
62241,mkapita
62243,nduta
62245,ndorobo b
62249,njeje
62250,mapinduzi b
62251,mwagwisu
62254,vogo
62260,zombengalawa
62261,shambwe
62262,izika
62265,mwarongo
62266,isandula b
62267,mofi
62274,chankabwimba
62275,kabwana
62277,miziro
62279,ishilanga
62281,bulimbwe
62284,no 1
62288,mumigezi
62289,malolo chini
62295,chabula
62302,mtukura
62303,mlesa
62304,moa
62305,tuleane
62310,nyamisati a
62312,igo
62314,chalangwa a
62316,mbae mashariki
62326,omukashenyi
62333,mubamba
62336,sumpa
62337,kanalunwa
62340,tingi mjini
62342,kidalini
62345,miziro
62348,ng'ai
62352,nyabuyange b
62358,igominyi
62360,chongoleani
62362,nsololo tankini
62366,nzihi b
62367,mapinduzi b
62373,isalalo
62377,mhaka
62379,malla
62380,amuhama
62387,gitianga 'a'
62390,namatinganya
62391,kahangara
62392,ikiligano
62399,mininga a
62405,sebuleni
62407,friend's corner
62408,bulyang'ombe kati
62409,kiloweko
62413,kidalini
62414,kilotweni
62415,sopa kati
62422,kasanda
62423,mauo
62425,matangini b
62426,itungulu
62429,mtimbe
62431,mofi
62435,dakau kati
62436,kwiriba
62437,chumo b
62438,stendi mpya
62439,mbuyura a
62443,m/kati
62446,iwengi
62448,mkwalia
62449,kumwai
62450,bukigi
62452,ikiligano
62458,nyato
62460,ngweni
62461,amuhama
62463,rutenge a
62464,mumigezi
62468,lalago mjini
62469,kibiti kati
62471,zobogo
62473,centre
62474,kiromo b
62483,godauni a
62486,centre
62487,ambureni
62490,liwola
62491,bukigi
62492,mpuguso
62493,ipondejo
62494,matimba
62495,ipilingitya
62496,dosidosi
62497,nyabenge
62499,midahani
62507,kashenshero
62511,dumanang
62512,nsanga
62513,wigelekelo mashariki
62514,zongomela
62515,nduamughanga
62516,mpingi a
62517,no 1
62521,hallu
62523,tuleane
62524,bulyang'ombe kati
62528,itugutu
62530,hudumani
62535,mnola
62536,mtimbe
62538,mwandege
62541,nemba
62545,liwola
62547,mhaka
62550,godown a
62551,stand a
62552,muuti
62553,ipilingitya
62560,shambwe
62561,friend's corner
62564,nsololo tankini
62571,lusangi
62575,masa chini
62576,msaranga street
62577,mwalukuliko
62578,bulyang'ombe kati
62581,lupanga a
62582,kilungu
62585,simbo
62587,mwiluti
62591,balangai
62594,moteti
62595,lituhi 'a'
62596,batini b
62597,sufi
62598,ngujini
62599,mpeto b
62600,buswalila
62602,kwaga b
62606,nyabenge
62607,maduka
62608,matogolo shule
62612,mkululu
62613,mwigagi
62614,no 1
62615,mheta
62616,kiseni
62617,kilongoni
62619,no 1
62620,mji a
62621,udoweni
62622,gongoti
62623,kurungeni
62626,nyakibanga
62629,liwola
62631,kalembwani
62634,msela
62637,mji a
62638,seela kati
62639,shebomeza
62640,hinjiri
62646,sogeambele
62647,rusindasinde
62648,kiduguda a
62651,msela
62652,funguni
62654,bitare kati
62655,mgwasi
62656,mtaa wa mbondole
62657,lwanji
62659,ipilingitya
62660,endasak
62664,mahango
62667,ngoswak
62674,kyenje
62679,mzenga a
62681,lulanzi
62685,ruaha kati
62686,kiwela a
62687,nyanswega
62690,kasanda
62692,isingiro stati
62696,kuvukareli
62701,mlete
62703,nyanzenda center
62704,dosidosi
62705,makugulu 'b'
62706,kigale
62711,mbae mashariki
62716,mkatanga
62719,mengeni
62720,kainam
62721,kidalini
62725,mchombe a
62726,mirambi
62728,hinjiri
62729,maforoni kati
62730,mayanda
62731,msowero a
62734,masange
62736,sokomsuya
62739,madindo
62744,rubumba
62746,mkapita
62747,maduka
62750,kumutumba
62751,go down
62752,mubamba
62758,lungwana
62760,mto mara
62761,kasanda
62769,ilomba
62773,nyakasero
62781,nyalikungu
62782,kemugongo a
62783,buhekela
62785,izika
62788,tuleane
62790,nyakasero
62794,chisichili
62795,mahango
62797,orbesh
62799,msela
62800,nampigwe
62803,mtindili
62804,isingiro stati
62806,tunzi
62807,walla
62809,isandula b
62811,yungu
62812,nyakitanga
62814,lituhi 'a'
62817,bukuma
62820,ilkirumuni
62822,nselembwe
62825,usomeke
62826,ngombezi
62827,nyashitundu
62829,lusangi
62830,ishihimulwa
62831,moivaro
62832,mzambaraweni
62833,dosidosi
62834,dakau kati
62836,nsongoro
62845,kibunduga
62846,kurungeni
62847,mbwamaji
62849,tandai
62856,bumburyahe
62857,mji a
62858,lusangi
62860,kilemba
62864,mchombe a
62865,msegelele
62872,yungu
62873,mtukura
62874,orbesh
62878,dosidosi
62880,banzi
62882,ng'ombo kati
62886,ruponda
62887,kwetongo
62888,iropa
62890,magadu
62892,kida chini
62893,no 1
62894,mijelejele
62895,mikole
62899,lituhi 'a'
62900,sebuleni
62901,tangu
62902,tewe
62903,kabera
62905,nangurukuru
62908,iwengi
62915,omukashenyi
62917,mkwalia
62918,ngumbulu
62920,arkaria
62921,ngerezini
62925,ilela
62928,kilungu
62933,irangi
62935,mbae mashariki
62937,ngerezini
62938,mbagula chini
62940,changaraw
62941,mamburay
62942,riata
62948,no 1
62951,chakwale mjini
62952,ngwamkanga
62953,ngumbulu
62954,nselembwe
62957,imalangi
62958,bukiriro kati
62959,bwawan
62962,kwasungura
62971,nyanzenda center
62972,mubamba
62976,goha
62977,mijelejele
62980,emao
62982,nakibondo
62985,arkaria
62990,bulifani
62991,dosidosi
62994,rusesa
62995,nyaruziba
62996,nsololo tankini
62997,mtukura
62998,mshoka
62999,kenswa mta wa kwanza
63002,igegu
63009,itungulu
63011,kiegeani
63013,mlesa
63016,engikaleti
63019,ngombezi
63020,kibiti kusini
63023,kaluyango
63024,kyabakari
63025,kumwai
63026,fukayosi
63031,dabus
63034,msanzi kati
63038,ngombezi
63042,m/kati
63043,ruaha kati
63049,no 1
63052,lituhi 'a'
63054,busekwa
63055,naimba
63056,maliseni
63058,mankwi
63060,nyanzenda center
63066,mshoka
63068,kiwela a
63069,mariranga
63071,umarini
63072,kidalini
63073,mahango
63075,kibohehe
63077,madizini kati
63078,msela
63080,busekwa
63083,lumbila kati
63084,benaco
63090,itungulu
63091,mtaa wa zingiziwa
63093,budushi b
63100,kainam
63101,ngelele
63102,nyambili kaskazin
63107,isalalo
63109,ndrumangeni
63111,kabakara
63112,makiungu
63113,mvae
63117,tabora b
63118,lituhi 'a'
63119,kenswa mta wa kwanza
63124,mtaa wa zingiziwa
63127,gudugudu
63129,mwigagi
63130,mtimbe
63133,beselini
63134,bulyang'ombe kati
63135,isalalo
63136,ukereni
63138,m/kati
63140,kipatimu boma
63141,nyakuguma
63142,marumbo
63143,lisimonji
63148,itugutu
63150,tuleane
63153,mwamagunguli
63154,simbo
63158,chikwera
63159,riata
63160,kenswa mta wa kwanza
63163,ikiligano
63165,seela kati
63168,shambwe
63169,amuhama
63171,kanalunwa
63174,nyanzenda center
63179,mhaka
63180,nyashishi
63181,mwabakali
63182,shabayanda
63183,ilela
63185,kimiza
63187,amuhama
63188,matekelo
63189,mbangamao
63191,buyoga
63192,mdaga
63193,kinzudi
63194,mji a
63196,mandel
63198,mkorongoni
63199,nyambili kaskazin
63200,chivu a
63202,lalago mjini
63204,sopa kati
63206,tuleane
63207,katoke centre
63208,national park
63211,stand a
63214,misheni kati
63215,misheni c
63217,kware
63219,igalila
63220,ngegemo
63225,m/kati
63226,chela center
63227,mfulu
63228,dosidosi
63229,centre
63231,emao
63233,hilu
63235,lusangi
63237,nyakibanga
63243,migege
63245,chapulwa
63250,kipera njiapanda
63253,ruponda
63254,sukula kati
63255,lituta
63257,matambwe
63259,mvae
63260,tingi mjini
63261,ishigwandama
63263,ugunigu
63269,kingobwe
63272,hilu
63273,mzambaraweni
63274,centre
63276,mbesi
63278,nanyati
63280,mengeni
63281,mbuyura a
63283,igominyi
63284,ngerezini
63293,izika
63295,ishihimulwa
63296,itungulu
63300,luhorya
63302,kamazi
63303,kahangara
63305,mkulwe kati
63307,chiyanga
63310,iragua kati
63311,dakau kati
63312,ngweni
63313,lituhi 'a'
63314,mubamba
63316,no 1
63319,ikovo
63321,mbweera
63328,no 1
63330,mbuyura a
63333,sangamwampuya
63334,ngagama
63336,bukigi
63337,nakibondo
63338,sebuleni
63339,kabera
63342,magoweko
63345,kaluyango
63349,nambele
63350,hilu
63354,irangali
63357,mrau
63359,magoweko
63360,luwaita juu
63362,itinde
63363,lyamrakana
63365,no 1
63366,mzambaraweni
63367,kida chini
63369,kwevigingi
63371,kapugi
63378,kimiza
63379,uyamba
63382,matambwe
63385,ruponda
63386,ishilanga
63387,mwakilu
63388,chalangwa a
63389,no 1
63399,isoka
63401,ngerezini
63404,marurani juu
63405,hilu
63412,benaco
63416,kilosi
63420,kwa faki
63421,mtimbe
63423,kabwana
63424,msaranga street
63425,shungubweni
63426,chisichili
63427,uyamba
63434,mungumaji
63435,mishenye
63438,kilungu
63439,tariso
63444,hasale
63445,shebomeza
63446,zongomela
63449,kasumo
63450,ngombezi
63452,mafungu mifugoni
63455,nyanghuluku
63456,mtupili
63458,mwigagi
63460,kahangara
63462,tariso
63463,makili a
63464,madizini kati
63466,katanini street
63467,msanzi kati
63468,maloya
63473,kabela
63476,ruaha kati
63477,igegu
63479,madizini kati
63485,mkapita
63486,tuleane
63487,manka a
63488,udumuka
63489,kigonigoni
63490,msimba a
63492,usomeke
63493,mchekeni
63494,nyaruyoba
63495,kilotweni
63503,tundwi centre
63505,changaraw
63507,mchombe a
63508,kaluyango
63509,somanga ndumbo
63513,nkoakirua
63516,malla
63521,kigale
63523,lwanji
63528,nkana
63530,iropa
63535,imalangi
63536,kashenshero
63538,magange
63539,kahangara
63540,kinepa
63544,mhekela kati
63545,tambuka relini
63546,mikaragata
63547,makili a
63549,mremre
63552,iropa
63553,kwitangi
63554,ruponda
63555,mtukura
63556,lusangi
63557,msolwa kati
63558,nyakanazi kati
63559,nyato
63561,kaluyango
63564,hudumani
63566,godown a
63567,mbwamaji
63568,sopa kati
63569,mwantondo
63572,imisigiyo
63573,mubamba
63574,muyegeani
63580,kipatimu boma
63582,kilungu
63583,jabutwa
63584,chatembo
63586,dosidosi
63587,isuhuni
63589,kurungeni
63590,igominyi
63592,simambwe
63602,kuvukareli
63604,ruaha kati
63605,migombani juu
63607,ngerengere kaskazini
63610,isuhuni
63614,muningori
63617,mchekeni
63621,mnadan
63623,mailimia
63625,masela
63626,dulaghag
63627,shanga
63628,matwalani
63631,lisimonji
63632,mauo
63633,yerico
63636,matongolo
63639,mahango
63640,barabara 7
63641,mandel
63642,kiwela a
63647,shambwe
63648,msegelele
63651,sadani
63652,mgwasi
63653,kiwela a
63655,matanda
63665,buhekela
63667,imalangi
63668,budushi b
63669,ludewa
63672,national park
63675,bukuma
63678,mwabakali
63681,isalalo
63683,kuvukareli
63685,isanzike
63689,lundusi
63690,buswalila
63691,funguni
63696,kiwela a
63697,mubamba
63698,lungwana
63699,madizini kati
63701,mto mabungo
63702,matanda
63705,amrushu kisale
63709,kagarama
63712,salanga
63720,emao
63723,welu kati
63724,dinyanga
63726,walla
63731,riata
63735,pimbi
63738,nyabusozi
63740,ilengititu
63742,kinyamwel
63745,mria
63747,mlete
63749,misheni kati
63750,gudugudu
63751,kahangara
63753,kongowe kati
63754,nyamihini
63755,ngeke
63757,misheni kati
63759,merali
63760,nduta
63761,jj
63763,embaruway
63768,mchekeni
63769,michenga c
63771,chakenge
63772,mkapita
63773,kabirizi mangaribi
63774,chakwale mjini
63775,lusind
63776,bukene mjini
63777,mshwamba
63778,no 1
63785,shungubweni
63788,sabore
63789,kyangasaga
63791,matangini b
63793,nkenku
63794,kamnyalile
63796,bulila
63798,kibama
63801,itungulu
63802,mabamba mjini
63806,makiweru
63807,shuleni street
63809,kamnyalile
63811,kishale
63816,lyamrakana
63817,itete a
63819,mabamba mjini
63820,riata
63821,kibwe
63822,kidalini
63824,nyakuguma
63825,mofi
63826,mijelejele
63828,kigugu
63829,mshoka
63830,toronto
63833,ukereni
63834,budushi b
63836,imisigiyo
63837,makando
63840,mirambi
63842,leiwa
63847,imalangi
63850,nzumba
63851,m/kati
63853,rusindasinde
63856,mjenga
63858,m/kati
63859,tahuru
63862,kainam
63863,kwanadenge
63867,mwigagi
63870,mzambaraweni
63871,kwiriba
63878,mwabeya
63879,mfuruwashe
63881,mashishineni
63884,kipatimu boma
63885,mparamawe
63891,mahokoi
63892,nselembwe
63893,ishihimulwa
63895,nyabuyange b
63897,doma store
63898,bwawan
63900,ilela
63902,lyangoloko
63907,kamilangete
63909,nsojo
63911,sopa kati
63912,no 1
63919,mumigezi
63920,kigongoni street
63923,mijelejele
63927,mtamba chini
63928,mkwaja
63933,kimbangulile
63934,tupa
63936,iyunguya
63937,chakahaya
63938,itungulu
63950,mkula a
63951,mtupili
63955,namalema
63956,izika
63958,marumbo
63960,mabamba mjini
63963,tambuka relini
63968,mkwalia
63974,kaole
63975,imalangi
63977,yungu
63978,nkiniziwa c
63980,nzumba
63983,masumuni
63985,mchombe a
63989,kabagombe
63990,murusagamba
63997,mubamba
63998,kumwai
64004,izika
64006,mshwamba
64007,arkaria
64010,tupa
64011,mahango
64012,plot
64014,orbesh
64016,isalalo
64018,isalalo
64022,kimira
64023,kindiwiti
64024,lepoloseki
64026,sia
64032,ishihimulwa
64039,nakindu
64042,kemugesi
64043,matwalani
64049,usisya kati
64051,uvinza
64052,dinyanga
64053,losirwa
64054,kibululu
64057,new city
64059,mlindila
64060,shebomeza
64063,muyegeani
64065,itungulu
64066,migege
64068,kumwai
64069,mwamagunguli
64072,mwang'holo
64074,bastena
64077,ngombezi
64079,gwanumpu a
64080,chizomoche
64084,mgololo
64086,kitipwi
64089,kabera
64092,meshili
64094,jongo
64096,madindo
64097,msunuzi
64100,mtimbe
64101,kaduduma
64102,yerico
64103,kakukuru
64105,mwagala b
64106,kanalunwa
64109,mkapita
64110,lusind
64112,nemba
64113,batini b
64114,kinyinya
64119,ishilanga
64122,hilu
64123,nanyati
64125,wasso
64126,kidalini
64127,ruponda
64128,mkeha
64130,swebo
64136,magoweko
64137,lusangi
64138,karansi
64143,m/kati
64147,walla
64148,tuleane
64149,kilungu
64150,kagenyi b
64155,kahangara
64160,udumuka
64165,wita
64169,mgeo
64170,kinenulo
64176,ishilanga
64177,mubamba
64179,moteti
64180,ng'amba
64182,marumbo
64186,mbuyura a
64190,msanzi kati
64191,general tyre
64197,omukashenyi
64200,ngando
64202,lusangi
64203,junjuhu
64207,mtamba chini
64208,mwagala b
64211,i/kati
64221,chamti
64222,nyamerama
64224,mtukura
64235,isalalo
64239,kahangara
64240,itinde
64242,imalangi
64248,mkuhi kati
64249,usisya kati
64250,kigale
64252,nselembwe
64253,kiromo b
64254,ngwamkanga
64256,bukigi
64257,magubika
64259,no 1
64260,barabara 7
64261,mubamba
64264,riata
64265,nkhoma
64266,mchekeni
64269,kasanda
64271,kainam
64274,rabai
64275,jj
64276,chakahaya
64280,sopa kati
64282,komstari
64286,mgeo
64288,ngweni
64289,ipilingitya
64290,kichongo
64291,kumwai
64293,ilengititu
64295,buswalila
64296,katanini street
64298,banzi
64302,nsojo
64306,kurungeni
64307,iropa
64308,mgomba kaskazini
64309,kilungu
64311,busota
64317,shuleni street
64318,mikangalungo
64322,mshoka
64324,kitali
64328,ubela
64331,lukobe
64334,matongolo
64337,mubamba
64340,ikonda bo
64342,lusangi
64344,ruponda
64348,isingiro stati
64356,centre
64357,mwabusalu
64358,mbweera
64360,ikovo
64362,kamwene
64366,embaruway
64372,shuleni street
64375,kasala
64376,misheni kati
64378,mumigongo
64379,junjuhu
64383,itugutu
64386,ngoswak
64387,mankwi
64392,mwamagunguli
64393,mandawa
64394,nyabenge
64399,nzihi b
64400,lyamrakana
64401,centre
64403,emao
64404,kimira
64406,ndalambo kati
64411,nyanzenda center
64415,mwaluzilo
64417,kahangara
64421,buswalila
64422,funguni
64426,mirambi
64428,miziro
64430,kamagambo
64431,shanga
64432,kwitangi
64434,bulifani
64442,chakwale mjini
64444,hasale
64445,kigale
64449,shuleni street
64451,ngana
64452,mtamba shule
64456,kibana
64468,nsojo
64469,chakwale mjini
64471,mikameni
64474,kishewa
64477,bugumwa
64478,lusangi
64480,ibadakuli kati
64483,mokoro
64484,ishilanga
64485,kabakara
64489,kiseni
64491,miguruwe
64497,nduamughanga
64506,kuvukareli
64507,kibama
64508,kwa banda
64510,kiwili
64516,mahango
64518,jineri
64526,moa
64528,maghang kati
64530,midahani
64533,igo
64536,lusangi
64540,mahanzi
64541,oltukay
64542,kasanda
64545,kavambughu
64550,nselembwe
64553,mria
64554,nduta
64556,walla
64557,ikungulyankoma
64558,itugutu
64560,shungubweni
64563,jj
64564,mlesa
64566,gwanumpu a
64567,nyakanazi kati
64568,tupa
64570,kingobwe
64571,nyaruyoba
64573,kibama
64574,kyafuma
64576,ikunya
64580,kimiza
64581,ikovo
64584,centre
64585,mji a
64589,mpondomo
64592,kware
64593,goha
64595,kidalini
64599,walla
64601,mabamba mjini
64604,chamti
64605,rubumba
64606,cha mashariki
64607,mubamba
64608,ituni
64610,kiegeani
64611,ibangamoyo
64612,chela center
64613,kuvukareli
64622,bulyang'ombe kati
64623,mwalukuliko
64625,rukira
64627,bitare kati
64632,kiswila
64634,parestina
64637,tuleane
64638,kilungu
64645,sogeambele
64647,ishilanga
64648,ikangamwani
64651,hemwambo
64652,mkoka
64656,kipera njiapanda
64657,chakahaya
64658,nyamahawa
64659,ishigwandama
64660,kitui
64661,msete
64664,janda juu
64666,m/kati
64667,mlesa
64669,kabwana
64670,kimiza
64671,kumwai
64673,itungulu
64674,ngwala kati
64676,nyamarasi
64677,tupa
64680,hilu
64684,lukozi
64687,mwabakali
64688,mahokoi
64689,kariwa kaskazini
64690,centre
64694,nselembwe
64697,ngegemo
64699,matekelo
64701,magoweko
64705,iwiji
64709,nsambya
64710,usesi
64712,nsololo tankini
64713,moilo
64718,ngweni
64719,junjuhu
64720,ilongelo
64723,dosidosi
64724,uponera juu
64725,nyamerama
64726,mirambi
64727,kipatimu boma
64729,sopa kati
64737,bukiriro kati
64740,ikokotela
64741,kangabusharo
64745,ng'amba
64746,sebuleni
64747,nyambili kaskazin
64748,nambele
64751,liwola
64752,kipogoro
64759,mganza kati
64760,mwantondo
64769,amuhama
64770,kwaga b
64777,yungu
64778,benaco
64780,go down
64781,salanga
64788,geteba
64789,kagondo kaifo
64793,sangamwampuya
64794,simambwe
64795,shungubweni
64796,lulanzi
64798,kirueni kati
64800,engikaleti
64803,masela
64807,elwahi
64810,chakwale mjini
64811,kware
64814,mgeduli
64815,mungumaji
64821,mbae mashariki
64827,lekako
64831,nselembwe
64832,mkukwe
64833,umarini
64836,lomishila
64837,shebomeza
64838,chalinze mzee b
64839,mijelejele
64842,kwiriba
64845,miziro
64846,shanga
64847,ndalambo kati
64852,l
64853,m/kati
64855,tabirugu
64857,ikovo
64858,dinyanga
64862,maini
64863,manuwas
64865,sugu
64866,bugumwa
64869,hinjiri
64870,migege
64872,bitare kati
64873,masela
64878,kishale
64879,elwahi
64881,dumanang
64882,mtimbwani a
64886,sangamwampuya
64891,ngando
64892,ishihimulwa
64895,bulale
64897,migege
64898,katoke centre
64901,i/kati
64904,bulimbwe
64905,mbuyura a
64906,nyamihini
64908,amuhama
64911,plot
64917,migambo
64918,ololua
64920,nyamerama
64924,mlete
64927,isalalo
64934,kishoju 1
64935,kabakara
64937,ilongelo
64938,halare
64940,hengeni
64941,mijelejele
64945,salanga
64946,midahani
64949,matambwe
64950,chakwale mjini
64951,kitipwi
64955,luwaita juu
64956,nyakasero
64959,mzambaraweni
64960,lalago mjini
64961,m/kati
64963,imalangi
64965,mahango
64970,shambwe
64972,plot
64973,ikiligano
64977,kwiriba
64981,m/kati
64983,kanalunwa
64986,no 1
64993,moteti
64994,mkorongoni
64996,usesi
64998,matimba
65000,kasanda
65001,mandangeni
65005,kamsamba kati
65009,itungulu
65014,mavinuni
65015,difungo
65016,lusangi
65018,mfulu
65019,kashenshero
65022,itinde
65023,nduta
65025,miziro
65029,tlawi juu
65030,nyashitundu
65031,lumemo a
65034,itungulu
65035,barabara 1
65040,kibiti kusini
65042,msela
65044,kibana
65045,mitaga
65049,mremre
65052,mandel
65053,budushi b
65055,kwamgoli
65056,kiharaka
65058,imalangi
65060,kabagombe
65062,no 1
65063,chabula
65067,mkondachi
65070,mwira a
65071,nsasa
65074,iwengi
65075,bulale
65076,igalila
65077,kimosonu
65080,utilimwani
65086,itungulu
65089,ngando
65096,no 1
65097,zobogo
65100,ishihimulwa
65104,mhaka
65106,makovo
65108,chalangwa a
65109,kiwalaa
65110,shebomeza
65111,kishapu
65112,nsojo
65113,mnadan
65115,dakau kati
65123,unyang'ongo
65130,kwitangi
65131,mhunda
65132,m/kati
65133,ngombezi
65135,gumali
65142,bunazi a
65143,mahongole a
65146,kasala
65147,lituta
65149,mkorongoni
65150,mazighani
65151,mchekeni
65158,imalangi
65161,doroto
65162,itungulu
65163,matwalani
65166,luwaita juu
65168,lwanji
65174,mirambi
65175,dosidosi
65176,migege
65178,zobogo
65180,maliasili
65185,lukozi
65186,mahango
65189,gweselo
65191,ahakishaka
65192,chakwale mjini
65195,masange
65197,kimelembe kati
65199,luhiti
65200,kasanda
65202,usomeke
65205,gwandamula
65207,katanini street
65208,mbwawa shule
65209,shungubweni
65211,marukeni
65212,chela center
65213,dinyanga
65217,matambwe
65220,kaluyango
65222,murusagamba
65223,kisemvule mjini
65229,jj
65232,kibiti kati
65233,uhemeli kati
65235,rukira
65236,l
65237,kerenero
65238,malinyi mjini
65241,kibiti kati
65246,kigalama
65247,shuleni street
65248,m/kati
65256,nyabageni
65258,arati
65261,nyakisiku
65265,ipilingitya
65266,kibosou
65273,mumigezi
65275,mkululu
65277,kuvukareli
65278,ismailiya
65279,imalangi
65280,katuruka
65281,mwagwisu
65282,ikunya
65286,lulanzi
65287,nyashishi
65290,mapinduzi b
65292,mahango
65294,lugongoni
65295,kaseke
65296,m/kati
65297,rulenge mjini
65298,chanyangabwa a
65299,ilovi
65302,tuleane
65303,kiria b
65307,ndalambo kati
65313,kumwai
65315,ipilingitya
65316,igelango
65318,mubamba
65321,iwiji
65324,maliseni
65326,nyaruziba
65329,nakibondo
65330,kiseni
65331,isalalo
65333,matambwe
65335,mlesa
65336,weruweru
65337,nyipala
65341,ipombwe
65344,no 1
65347,masa chini
65348,kibosou
65350,lalago mjini
65353,no 1
65354,sebuleni
65355,isalalo
65356,maliasili
65357,ilulwe
65358,godauni a
65360,chumo b
65363,urua
65365,buhekela
65367,rusindasinde
65368,nakibondo
65374,nakibondo
65375,kaseke
65377,centre
65378,no 1
65379,kasanda
65382,bukigi
65384,bwani
65386,mijelejele
65390,shanga
65396,sebuleni
65399,mumigezi
65402,mkapita
65403,mlesa
65404,nsololo tankini
65406,kariwa kaskazini
65407,kabirizi mangaribi
65409,nyambili kaskazin
65410,mtukura
65411,chakwale mjini
65412,mlesa
65413,bukene mjini
65414,mokoro
65420,mikole
65422,murusagamba
65423,uhemeli kati
65424,ikunya
65426,makugulu 'b'
65436,imalangi
65442,moteti
65444,ruaha kati
65446,nzihi b
65448,riata
65452,bukigi
65453,goha
65455,lulanzi
65456,bunazi a
65458,mkululu
65460,migege
65462,kiwela a
65463,igo
65467,uhemeli kati
65468,matambwe
65472,leiwa
65473,kidalini
65476,ludewa
65479,bulifani
65480,yaeda kati
65482,ibangamoyo
65484,mgholo
65485,busango
65486,imalangi
65487,imalangi
65490,isingiro stati
65494,olbili shuleni
65495,dumanang
65508,kamagambo
65511,kimandolu
65512,mtindili
65515,yungu
65516,kimiza
65517,itaba
65520,umarini
65521,usisya kati
65523,matekelo
65524,kibosou
65526,matanda
65528,m/kati
65530,arati
65534,kibululu
65536,nyalule
65539,marumbo
65547,zobogo
65548,mlenvya
65553,kinyamwel
65554,mazizini
65558,hasale
65559,usita
65565,ihenye
65566,ishihimulwa
65567,unyarughe
65568,izigira
65569,kayuki
65571,ngana
65574,mahango
65579,dinyanga
65582,kwa tulele
65583,goha
65588,mkeha
65590,mungumaji
65591,kibiti kati
65592,dinyanga
65597,mwabakali
65599,kinepa
65600,mgeo
65602,mnadan
65603,ng'amba
65604,tlawi juu
65605,iwanga kati
65607,tupa
65612,upondya
65613,nselembwe
65617,kiria b
65620,izika
65623,mhaka
65624,kipogoro
65626,nkeso a
65628,marukeni
65631,mungumaji
65633,izika
65638,kiria b
65642,mhunda
65647,fungafunga
65650,nyanghuluku
65651,makao makuu b
65652,kongowe kati
65655,emao
65657,busota
65662,gwanumpu a
65663,namatanda
65665,komolo
65666,kabirizi mangaribi
65669,chumvu juu
65670,mbae mashariki
65671,isuhuni
65676,matekelo
65677,nsojo
65679,sebuleni
65680,isalalo
65683,hemwambo
65684,kahangara
65686,ngombezi
65688,nyabuyange b
65691,ipombwe
65692,chakahaya
65693,bukene mjini
65695,kamnyalile
65698,mkomang'ombe
65702,iduta
65703,no 1
65704,igumbiro kati
65709,no 1
65710,mbae mashariki
65711,mzambaraweni
65722,no 1
65724,kigale
65725,tingi mjini
65729,chivu b
65730,ishigwandama
65731,kasumo
65732,kamsamba kati
65734,chakwale mjini
65735,tuleane
65736,mlesa
65739,madizini kati
65740,njiwa juu
65744,luhiti
65747,olbili shuleni
65754,mpingi b
65757,luhororo
65760,anuru
65763,kaluyango
65764,ruhuwiko kanis
65765,mria
65771,nselembwe
65774,no 1
65775,mofi
65777,mwiluti
65778,chabula
65782,mahango
65784,old muhoro
65787,iwengi
65788,umarini
65790,kabwana
65793,mchombe a
65797,mkapita
65804,nzihi b
65805,mbagula chini
65807,kimiza
65811,matwalani
65815,ng'amba
65816,mungumaji
65818,kyenje
65819,mpunga
65823,ngagama
65824,kamanyo
65826,no 1
65829,hilu
65832,ngerengere kaskazini
65833,rwisaka
65839,kanalunwa
65840,chimate kati
65841,magadu
65842,dinyanga
65843,kiwela a
65844,kabera
65845,kidoma
65846,mhunda
65848,mvae
65851,ibadakuli kati
65853,kamnyalile
65854,kwanadenge
65855,manga magharibi
65856,tupa
65857,kiloweko
65860,kibosou
65861,go down
65867,yungu
65868,weruweru
65871,komstari
65877,rukira
65883,centre
65884,manka a
65886,kasumo
65887,chanzuru kati
65892,kombere
65894,mhunda
65895,kombere
65896,isalalo
65902,amuhama
65903,muhintiri
65904,kiegeani
65905,busango
65908,chisichili
65909,irangi
65912,mirambi
65913,msembeta
65916,omukashenyi
65917,mumasiga
65919,orbesh
65921,mji a
65922,godauni a
65925,mpeto b
65927,no 1
65928,iziwira
65929,liomero
65935,uvinza
65938,imalangi
65939,matongolo
65940,maini
65944,mahango
65945,sangamwampuya
65948,nyarukongogo a
65949,miaseni
65950,m/kati
65951,bulimbwe
65952,kabera
65953,matini
65955,shanga
65957,jabutwa
65959,lubindi
65961,ikokotela
65963,imalangi
65964,maande
65971,nyambili kaskazin
65973,hilu
65974,mpenvyi
65976,mbambala
65978,changaraw
65984,tabora b
65985,kiwela a
65986,itaba
65989,nyamalebe
65991,mapinduzi b
65994,ngado
66003,migambo
66007,mubamba
66008,mgomba kaskazini
66012,lwanji
66015,ng'ai
66016,tupa
